tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-9900,United Cup,Hard,18,I,20260105,376,221333,,,Solana Sierra,R,,ARG,21.5,222601,,,Jessica Bouzas Maneiro,R,,ESP,23.2,6-4 5-7 6-0,3,RR,,,,,,,,,,,,,,,,,,,,66,978,42.0,1231.0
2026-800,Brisbane,Hard,48,P,20260104,300,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.6,216146,16.0,,Marta Kostyuk,R,175.0,UKR,23.5,6-4 6-3,3,F,78.0,1.0,0.0,52.0,32.0,26.0,12.0,10.0,2.0,3.0,3.0,3.0,58.0,34.0,19.0,14.0,9.0,5.0,8.0,1,10490,26.0,1659.0
2026-800,Brisbane,Hard,48,P,20260104,299,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.6,214096,11.0,,Karolina Muchova,R,178.0,CZE,29.3,6-3 6-4,3,SF,89.0,9.0,1.0,64.0,41.0,36.0,10.0,10.0,4.0,4.0,7.0,1.0,59.0,44.0,31.0,6.0,9.0,6.0,8.0,1,10490,20.0,1888.0
2026-800,Brisbane,Hard,48,P,20260104,298,216146,16.0,,Marta Kostyuk,R,175.0,UKR,23.5,202468,4.0,,Jessica Pegula,R,170.0,USA,31.8,6-0 6-3,3,SF,55.0,4.0,1.0,45.0,28.0,22.0,13.0,8.0,2.0,2.0,0.0,0.0,37.0,25.0,10.0,7.0,7.0,2.0,6.0,26,1659,6.0,5583.0
2026-800,Brisbane,Hard,48,P,20260104,297,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.6,201619,5.0,,Madison Keys,R,178.0,USA,30.8,6-3 6-3,3,QF,89.0,5.0,2.0,65.0,36.0,26.0,14.0,9.0,3.0,5.0,4.0,8.0,70.0,43.0,26.0,9.0,9.0,6.0,11.0,1,10490,7.0,4335.0
2026-800,Brisbane,Hard,48,P,20260104,296,214096,11.0,,Karolina Muchova,R,178.0,CZE,29.3,214981,3.0,,Elena Rybakina,R,184.0,KAZ,26.5,6-2 2-6 6-4,3,QF,124.0,3.0,0.0,69.0,50.0,37.0,10.0,13.0,1.0,3.0,9.0,7.0,91.0,49.0,33.0,20.0,13.0,8.0,11.0,20,1888,5.0,5850.0
2026-800,Brisbane,Hard,48,P,20260104,295,202468,4.0,,Jessica Pegula,R,170.0,USA,31.8,214643,10.0,,Liudmila Samsonova,R,180.0,RUS,27.1,6-3 7-6(3),3,QF,111.0,4.0,2.0,62.0,42.0,35.0,6.0,10.0,2.0,4.0,8.0,7.0,90.0,59.0,34.0,14.0,11.0,13.0,17.0,6,5583,17.0,2209.0
2026-800,Brisbane,Hard,48,P,20260104,294,216146,16.0,,Marta Kostyuk,R,175.0,UKR,23.5,259799,6.0,,Mirra Andreeva,R,,RUS,18.6,7-6(7) 6-3,3,QF,107.0,2.0,2.0,74.0,49.0,33.0,14.0,10.0,4.0,6.0,1.0,5.0,82.0,51.0,33.0,12.0,11.0,4.0,8.0,26,1659,9.0,4125.0
2026-800,Brisbane,Hard,48,P,20260104,293,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.6,201514,,,Sorana Cirstea,R,176.0,ROU,35.7,6-3 6-3,3,R16,79.0,2.0,1.0,48.0,32.0,25.0,8.0,9.0,1.0,2.0,2.0,1.0,68.0,35.0,20.0,15.0,9.0,9.0,13.0,1,10490,41.0,1243.0
2026-800,Brisbane,Hard,48,P,20260104,292,201619,5.0,,Madison Keys,R,178.0,USA,30.8,223670,12.0,,Diana Shnaider,L,,RUS,21.7,6-7(5) 7-6(5) 7-6(4),3,R16,179.0,9.0,3.0,124.0,85.0,55.0,17.0,18.0,6.0,10.0,1.0,4.0,124.0,89.0,56.0,16.0,18.0,5.0,9.0,7,4335,21.0,1866.0
2026-800,Brisbane,Hard,48,P,20260104,291,214981,3.0,,Elena Rybakina,R,184.0,KAZ,26.5,211651,15.0,,Paula Badosa,R,180.0,ESP,28.1,6-3 6-2,3,R16,85.0,3.0,0.0,46.0,21.0,17.0,15.0,8.0,3.0,4.0,6.0,9.0,75.0,39.0,23.0,14.0,9.0,3.0,8.0,5,5850,25.0,1675.0
2026-800,Brisbane,Hard,48,P,20260104,290,214096,11.0,,Karolina Muchova,R,178.0,CZE,29.3,206420,7.0,,Ekaterina Alexandrova,R,175.0,RUS,31.1,6-4 7-5,3,R16,109.0,9.0,1.0,76.0,47.0,30.0,13.0,11.0,4.0,7.0,2.0,1.0,68.0,49.0,29.0,7.0,11.0,3.0,8.0,20,1888,10.0,3375.0
2026-800,Brisbane,Hard,48,P,20260104,289,214643,10.0,,Liudmila Samsonova,R,180.0,RUS,27.1,205925,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.7,6-4 6-4,3,R16,107.0,1.0,3.0,55.0,37.0,25.0,9.0,10.0,5.0,8.0,0.0,3.0,78.0,47.0,27.0,13.0,10.0,6.0,11.0,17,2209,113.0,672.0
2026-800,Brisbane,Hard,48,P,20260104,288,202468,4.0,,Jessica Pegula,R,170.0,USA,31.8,215035,,,Dayana Yastremska,R,175.0,UKR,25.6,5-7 6-2 6-3,3,R16,136.0,5.0,4.0,83.0,48.0,32.0,20.0,14.0,6.0,9.0,5.0,10.0,111.0,63.0,38.0,21.0,15.0,6.0,12.0,6,5583,27.0,1604.0
2026-800,Brisbane,Hard,48,P,20260104,287,259799,6.0,,Mirra Andreeva,R,,RUS,18.6,222328,9.0,,Linda Noskova,R,,CZE,21.1,5-7 6-4 7-5,3,R16,143.0,9.0,3.0,107.0,68.0,47.0,22.0,17.0,6.0,9.0,6.0,9.0,107.0,63.0,45.0,23.0,17.0,5.0,9.0,9,4125,12.0,2641.0
2026-800,Brisbane,Hard,48,P,20260104,286,216146,16.0,,Marta Kostyuk,R,175.0,UKR,23.5,216153,2.0,,Amanda Anisimova,R,180.0,USA,24.3,6-4 6-3,3,R16,91.0,6.0,4.0,60.0,41.0,31.0,8.0,9.0,5.0,6.0,2.0,5.0,68.0,43.0,28.0,8.0,10.0,5.0,9.0,26,1659,3.0,6287.0
2026-800,Brisbane,Hard,48,P,20260104,285,214544,1.0,,Aryna Sabalenka,R,182.0,BLR,27.6,213710,,,Cristina Bucsa,R,,ESP,28.0,6-0 6-1,3,R32,48.0,4.0,0.0,36.0,28.0,22.0,7.0,7.0,0.0,0.0,0.0,1.0,40.0,25.0,11.0,4.0,6.0,1.0,6.0,1,10490,50.0,1127.0
2026-800,Brisbane,Hard,48,P,20260104,284,201514,,,Sorana Cirstea,R,176.0,ROU,35.7,211533,14.0,,Jelena Ostapenko,R,177.0,LAT,28.5,6-2 7-6(5),3,R32,106.0,11.0,3.0,67.0,34.0,30.0,16.0,10.0,3.0,4.0,0.0,3.0,71.0,43.0,29.0,11.0,10.0,0.0,3.0,41,1243,23.0,1800.0
2026-800,Brisbane,Hard,48,P,20260104,283,223670,12.0,,Diana Shnaider,L,,RUS,21.7,215713,,,Anastasia Potapova,R,175.0,RUS,24.7,6-1 6-3,3,R32,77.0,4.0,5.0,58.0,40.0,32.0,6.0,8.0,6.0,7.0,4.0,7.0,52.0,28.0,18.0,5.0,8.0,4.0,9.0,21,1866,55.0,1072.0
2026-800,Brisbane,Hard,48,P,20260104,282,201619,5.0,,Madison Keys,R,178.0,USA,30.8,220520,,,Mccartney Kessler,R,,USA,26.4,6-4 6-3,3,R32,86.0,2.0,3.0,61.0,42.0,30.0,12.0,10.0,5.0,6.0,1.0,2.0,64.0,43.0,25.0,11.0,9.0,5.0,8.0,7,4335,31.0,1553.0
2026-800,Brisbane,Hard,48,P,20260104,281,214981,3.0,,Elena Rybakina,R,184.0,KAZ,26.5,201533,,Q,Shuai Zhang,R,177.0,CHN,36.9,6-3 7-5,3,R32,73.0,16.0,6.0,62.0,36.0,29.0,13.0,11.0,5.0,7.0,3.0,0.0,63.0,42.0,26.0,9.0,10.0,5.0,9.0,5,5850,79.0,843.0
2026-800,Brisbane,Hard,48,P,20260104,280,211651,15.0,,Paula Badosa,R,180.0,ESP,28.1,213631,,,Marie Bouzkova,R,180.0,CZE,27.4,6-7(4) 6-4 6-2,3,R32,181.0,8.0,13.0,105.0,58.0,43.0,21.0,15.0,6.0,8.0,3.0,8.0,117.0,69.0,41.0,24.0,15.0,13.0,18.0,25,1675,46.0,1182.0
2026-800,Brisbane,Hard,48,P,20260104,279,214096,11.0,,Karolina Muchova,R,178.0,CZE,29.3,201548,,WC,Ajla Tomljanovic,R,180.0,AUS,32.6,4-6 6-1 7-6(5),3,R32,158.0,4.0,5.0,96.0,65.0,41.0,13.0,14.0,5.0,10.0,3.0,9.0,112.0,81.0,43.0,14.0,15.0,12.0,19.0,20,1888,78.0,844.0
2026-800,Brisbane,Hard,48,P,20260104,278,206420,7.0,,Ekaterina Alexandrova,R,175.0,RUS,31.1,213550,,,Sofia Kenin,R,170.0,USA,27.1,7-6(2) 6-3,3,R32,91.0,9.0,1.0,60.0,42.0,34.0,11.0,10.0,2.0,3.0,3.0,7.0,83.0,55.0,37.0,11.0,11.0,3.0,6.0,10,3375,28.0,1589.0
2026-800,Brisbane,Hard,48,P,20260104,277,205925,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.7,220704,8.0,,Clara Tauson,R,182.0,DEN,23.0,6-2 6-3,3,R32,81.0,2.0,2.0,51.0,28.0,24.0,12.0,8.0,1.0,1.0,3.0,4.0,56.0,37.0,22.0,7.0,9.0,7.0,11.0,113,672,14.0,2530.0
2026-800,Brisbane,Hard,48,P,20260104,276,214643,10.0,,Liudmila Samsonova,R,180.0,RUS,27.1,263644,,WC,Emerson Jones,R,,AUS,17.4,6-4 6-1,3,R32,73.0,3.0,0.0,47.0,30.0,19.0,9.0,8.0,1.0,3.0,2.0,4.0,50.0,28.0,16.0,5.0,9.0,2.0,8.0,17,2209,147.0,491.0
2026-800,Brisbane,Hard,48,P,20260104,275,215035,,,Dayana Yastremska,R,175.0,UKR,25.6,220367,13.0,,Leylah Fernandez,L,168.0,CAN,23.3,6-1 6-2,3,R32,62.0,1.0,0.0,42.0,27.0,22.0,11.0,8.0,3.0,3.0,0.0,7.0,42.0,25.0,12.0,7.0,7.0,6.0,10.0,27,1604,22.0,1821.0
2026-800,Brisbane,Hard,48,P,20260104,274,202468,4.0,,Jessica Pegula,R,170.0,USA,31.8,214939,,,Anna Kalinskaya,R,175.0,RUS,27.0,6-2 2-6 6-4,3,R32,114.0,6.0,3.0,84.0,46.0,32.0,16.0,13.0,5.0,9.0,2.0,3.0,82.0,56.0,37.0,10.0,13.0,6.0,11.0,6,5583,33.0,1461.0
2026-800,Brisbane,Hard,48,P,20260104,273,259799,6.0,,Mirra Andreeva,R,,RUS,18.6,216265,,Q,Olivia Gadecki,R,,AUS,23.6,4-6 6-1 6-2,3,R32,111.0,4.0,7.0,76.0,48.0,38.0,12.0,13.0,6.0,8.0,2.0,3.0,75.0,53.0,28.0,12.0,12.0,5.0,10.0,9,4125,204.0,350.0
2026-800,Brisbane,Hard,48,P,20260104,272,222328,9.0,,Linda Noskova,R,,CZE,21.1,211684,,,Magdalena Frech,R,171.0,POL,28.0,6-7(5) 6-4 6-4,3,R32,151.0,11.0,10.0,116.0,59.0,45.0,29.0,16.0,8.0,10.0,12.0,4.0,97.0,66.0,49.0,12.0,16.0,6.0,10.0,12,2641,59.0,1051.0
2026-800,Brisbane,Hard,48,P,20260104,271,216146,16.0,,Marta Kostyuk,R,175.0,UKR,23.5,201709,,LL,Yulia Putintseva,R,163.0,KAZ,30.9,6-7(5) 6-1 6-0,3,R32,109.0,4.0,1.0,76.0,49.0,36.0,15.0,12.0,1.0,2.0,0.0,1.0,75.0,54.0,34.0,4.0,13.0,2.0,9.0,26,1659,74.0,891.0
2026-800,Brisbane,Hard,48,P,20260104,270,216153,2.0,,Amanda Anisimova,R,180.0,USA,24.3,214040,,WC,Kimberly Birrell,R,170.0,AUS,27.6,6-1 6-3,3,R32,63.0,4.0,1.0,42.0,25.0,19.0,11.0,8.0,1.0,2.0,0.0,5.0,50.0,33.0,18.0,4.0,8.0,1.0,6.0,3,6287,106.0,721.0
2026-800,Brisbane,Hard,48,P,20260104,268,213710,,,Cristina Bucsa,R,,ESP,28.0,214388,,Q,Anna Bondar,R,,HUN,28.6,4-6 7-6(4) 6-2,3,R64,137.0,3.0,1.0,93.0,68.0,42.0,11.0,15.0,1.0,5.0,10.0,5.0,109.0,55.0,35.0,26.0,15.0,7.0,12.0,50,1127,73.0,900.0
2026-800,Brisbane,Hard,48,P,20260104,267,201514,,,Sorana Cirstea,R,176.0,ROU,35.7,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,34.5,6-3 6-1,3,R64,61.0,9.0,3.0,44.0,30.0,25.0,7.0,8.0,0.0,0.0,2.0,3.0,44.0,26.0,17.0,4.0,8.0,0.0,4.0,41,1243,44.0,1184.0
2026-800,Brisbane,Hard,48,P,20260104,264,215713,,,Anastasia Potapova,R,175.0,RUS,24.7,214082,,,Daria Kasatkina,R,170.0,AUS,28.6,7-5 4-6 6-4,3,R64,153.0,7.0,5.0,106.0,68.0,47.0,19.0,16.0,5.0,9.0,4.0,16.0,112.0,64.0,42.0,19.0,16.0,10.0,15.0,55,1072,40.0,1275.0
2026-800,Brisbane,Hard,48,P,20260104,263,220520,,,Mccartney Kessler,R,,USA,26.4,215306,,,Emiliana Arango,R,,COL,25.1,6-1 6-3,3,R64,82.0,1.0,2.0,59.0,39.0,24.0,12.0,8.0,2.0,4.0,0.0,3.0,70.0,44.0,22.0,9.0,8.0,9.0,15.0,31,1553,48.0,1149.0
2026-800,Brisbane,Hard,48,P,20260104,260,201533,,Q,Shuai Zhang,R,177.0,CHN,36.9,221909,,,Ashlyn Krueger,R,185.0,USA,21.6,6-4 5-7 6-4,3,R64,124.0,3.0,2.0,92.0,70.0,51.0,12.0,16.0,5.0,7.0,15.0,3.0,105.0,72.0,52.0,14.0,16.0,5.0,8.0,79,843,49.0,1134.0
2026-800,Brisbane,Hard,48,P,20260104,259,213631,,,Marie Bouzkova,R,180.0,CZE,27.4,211713,,,Jaqueline Cristian,R,180.0,ROU,27.5,6-4 6-3,3,R64,90.0,8.0,2.0,53.0,37.0,28.0,7.0,9.0,1.0,3.0,2.0,4.0,59.0,39.0,23.0,7.0,10.0,6.0,11.0,46,1182,38.0,1324.0
2026-800,Brisbane,Hard,48,P,20260104,256,201548,,WC,Ajla Tomljanovic,R,180.0,AUS,32.6,221039,,,Elsa Jacquemot,R,,FRA,22.6,6-1 6-3,3,R64,75.0,3.0,4.0,45.0,30.0,23.0,8.0,8.0,1.0,2.0,5.0,6.0,50.0,27.0,15.0,7.0,8.0,2.0,7.0,78,844,56.0,1070.0
2026-800,Brisbane,Hard,48,P,20260104,255,213550,,,Sofia Kenin,R,170.0,USA,27.1,211817,,Q,Elena Gabriela Ruse,R,,ROU,28.1,6-4 4-6 6-3,3,R64,137.0,2.0,8.0,96.0,62.0,37.0,17.0,14.0,4.0,8.0,11.0,6.0,92.0,55.0,38.0,15.0,15.0,4.0,10.0,28,1589,85.0,825.0
2026-800,Brisbane,Hard,48,P,20260104,252,205925,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.7,215020,,,Anna Blinkova,R,179.0,RUS,27.3,7-5 6-1,3,R64,86.0,0.0,3.0,47.0,34.0,23.0,6.0,9.0,2.0,5.0,0.0,6.0,72.0,45.0,20.0,10.0,10.0,6.0,13.0,113,672,61.0,1016.0
2026-800,Brisbane,Hard,48,P,20260104,251,263644,,WC,Emerson Jones,R,,AUS,17.4,213583,,,Tatjana Maria,R,172.0,GER,38.4,6-3 6-3,3,R64,75.0,3.0,2.0,60.0,37.0,23.0,10.0,9.0,2.0,5.0,1.0,3.0,52.0,28.0,15.0,6.0,9.0,1.0,7.0,147,491,43.0,1229.0
2026-800,Brisbane,Hard,48,P,20260104,248,215035,,,Dayana Yastremska,R,175.0,UKR,25.6,221883,,WC,Talia Gibson,R,,AUS,21.5,7-6(3) 7-6(4),3,R64,116.0,3.0,4.0,86.0,54.0,33.0,16.0,12.0,4.0,9.0,8.0,5.0,80.0,45.0,28.0,14.0,12.0,2.0,7.0,27,1604,118.0,634.0
2026-800,Brisbane,Hard,48,P,20260104,247,214939,,,Anna Kalinskaya,R,175.0,RUS,27.0,238184,,,Tereza Valentova,U,,CZE,18.8,6-4 6-4,3,R64,98.0,2.0,2.0,81.0,58.0,38.0,9.0,10.0,5.0,8.0,4.0,2.0,53.0,30.0,20.0,7.0,10.0,1.0,6.0,33,1461,60.0,1035.0
2026-800,Brisbane,Hard,48,P,20260104,244,216265,,Q,Olivia Gadecki,R,,AUS,23.6,215983,,,Ann Li,R,170.0,USA,25.5,6-4 6-4,3,R64,99.0,2.0,2.0,75.0,52.0,33.0,11.0,10.0,8.0,10.0,2.0,0.0,64.0,34.0,21.0,13.0,10.0,4.0,8.0,204,350,37.0,1334.0
2026-800,Brisbane,Hard,48,P,20260104,243,211684,,,Magdalena Frech,R,171.0,POL,28.0,214954,,,Marketa Vondrousova,L,173.0,CZE,26.5,7-5 6-7(3) 7-6(0),3,R64,203.0,1.0,4.0,149.0,90.0,61.0,32.0,18.0,17.0,19.0,11.0,10.0,139.0,88.0,68.0,18.0,18.0,13.0,16.0,59,1051,34.0,1445.0
2026-800,Brisbane,Hard,48,P,20260104,240,201709,,LL,Yulia Putintseva,R,163.0,KAZ,30.9,221024,,,Hailey Baptiste,R,,USA,24.1,6-2 6-4,3,R64,82.0,3.0,0.0,60.0,48.0,29.0,10.0,9.0,3.0,4.0,3.0,2.0,54.0,36.0,20.0,10.0,9.0,4.0,8.0,74,891,65.0,979.0
2026-800,Brisbane,Hard,48,P,20260104,239,214040,,WC,Kimberly Birrell,R,170.0,AUS,27.6,211685,,Q,Rebecca Sramkova,R,,SVK,29.2,6-4 3-6 6-3,3,R64,136.0,5.0,6.0,90.0,62.0,42.0,14.0,14.0,5.0,8.0,5.0,5.0,89.0,52.0,37.0,16.0,14.0,4.0,8.0,106,721,71.0,914.0
2026-1049,Auckland,Hard,32,I,20260105,300,202494,1.0,,Elina Svitolina,R,174.0,UKR,31.3,216133,7.0,,Xin Yu Wang,R,182.0,CHN,24.2,6-3 7-6(6),3,F,102.0,7.0,3.0,82.0,53.0,39.0,16.0,11.0,4.0,4.0,5.0,1.0,68.0,44.0,31.0,14.0,10.0,1.0,2.0,13,2606,57.0,1056.0
2026-1049,Auckland,Hard,32,I,20260105,299,202494,1.0,,Elina Svitolina,R,174.0,UKR,31.3,260300,3.0,,Iva Jovic,R,,USA,18.0,7-6(5) 6-2,3,SF,94.0,3.0,3.0,69.0,42.0,27.0,13.0,10.0,3.0,6.0,0.0,2.0,65.0,42.0,23.0,8.0,10.0,3.0,8.0,13,2606,35.0,1423.0
2026-1049,Auckland,Hard,32,I,20260105,298,216133,7.0,,Xin Yu Wang,R,182.0,CHN,24.2,223253,4.0,,Alexandra Eala,L,173.0,PHI,20.6,5-7 7-5 6-4,3,SF,168.0,10.0,7.0,122.0,89.0,58.0,9.0,17.0,13.0,19.0,2.0,6.0,118.0,85.0,52.0,12.0,17.0,8.0,15.0,57,1056,53.0,1076.0
2026-1049,Auckland,Hard,32,I,20260105,297,202494,1.0,,Elina Svitolina,R,174.0,UKR,31.3,222661,,,Sonay Kartal,R,,GBR,24.1,6-4 6-7(2) 7-6(5),3,QF,156.0,1.0,1.0,105.0,74.0,49.0,17.0,17.0,5.0,9.0,2.0,0.0,101.0,71.0,49.0,16.0,17.0,4.0,9.0,13,2606,68.0,951.0
2026-1049,Auckland,Hard,32,I,20260105,296,260300,3.0,,Iva Jovic,R,,USA,18.0,223321,,Q,Sofia Costoulas,U,,BEL,20.7,6-2 7-6(6),3,QF,114.0,1.0,2.0,82.0,56.0,36.0,12.0,10.0,8.0,11.0,3.0,2.0,65.0,35.0,20.0,12.0,10.0,3.0,8.0,35,1423,159.0,440.0
2026-1049,Auckland,Hard,32,I,20260105,295,223253,4.0,,Alexandra Eala,L,173.0,PHI,20.6,202663,5.0,,Magda Linette,R,171.0,POL,33.8,6-3 6-2,3,QF,97.0,0.0,2.0,63.0,39.0,27.0,10.0,9.0,5.0,7.0,4.0,2.0,62.0,36.0,18.0,11.0,8.0,9.0,14.0,53,1076,52.0,1089.0
2026-1049,Auckland,Hard,32,I,20260105,294,216133,7.0,,Xin Yu Wang,R,182.0,CHN,24.2,215936,,,Francesca Jones,R,,GBR,25.2,6-4 4-3 RET,3,QF,102.0,4.0,1.0,56.0,40.0,26.0,9.0,9.0,9.0,11.0,3.0,0.0,71.0,52.0,29.0,7.0,9.0,7.0,11.0,57,1056,72.0,912.0
